I,     J,'CKT',     R,          X,         B,                    NAME                 ,   RATE1,   RATE2,   RATE3,   RATE4,   RATE5,   RATE6,   RATE7,   RATE8,   RATE9,  RATE10,  RATE11,  RATE12,    GI,       BI,       GJ,       BJ,STAT,MET,  LEN,  O1,  F1,    O2,  F2,    O3,  F3,    O4,  F4
  3123,  3073,'10',1.21200E-2,6.92100E-2,1.04000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3123,  3073,'20',1.21200E-2,6.92100E-2,1.04000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3073,  4002,'1 ',3.28600E-2,1.87690E-1,2.82000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3132,  3075,'1 ',7.58200E-2,1.85320E-1,2.42700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3132,  3075,'10',7.58200E-2,1.85320E-1,2.42700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 0,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3075,  3138,'1 ',7.47000E-2,1.82590E-1,2.39100E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3075,  3138,'10',7.47000E-2,1.82590E-1,2.39100E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 0,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3077,  3099,'1 ',5.91000E-3,3.37700E-2,5.08000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3077,  3131,'1 ',1.52300E-2,6.78600E-2,9.95000E-3,'                                        ',  250.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3077,  3131,'10',1.52300E-2,6.78600E-2,9.95000E-3,'                                        ',  250.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3078,  3133,'1 ',4.20000E-3,3.00300E-2,5.47500E-2,'                                        ',  523.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3078,  3133,'10',4.20000E-3,3.00300E-2,5.47500E-2,'                                        ',  523.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3078,  3133,'20',4.20000E-3,3.00300E-2,5.47500E-2,'                                        ',  523.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3078,  3133,'30',4.20000E-3,3.00300E-2,5.47500E-2,'                                        ',  523.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3134,  3079,'1 ',1.34700E-2,5.93600E-2,2.76300E-2,'                                        ',  187.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3134,  3079,'10',1.34700E-2,5.93600E-2,2.76300E-2,'                                        ',  187.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3134,  3079,'20',1.34700E-2,5.93600E-2,2.76300E-2,'                                        ',  187.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3134,  3079,'30',1.34700E-2,5.93600E-2,2.76300E-2,'                                        ',  187.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3137,  3083,'1 ',8.24000E-3,3.60500E-2,5.49000E-3,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3137,  3083,'10',8.24000E-3,3.60500E-2,5.49000E-3,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3085,  3128,'1 ',6.90000E-3,1.68700E-2,2.21000E-3,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  5395,  3088,'1 ',2.37000E-3,2.46000E-2,8.38300E-2,'                                        ',  750.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  5395,  3088,'10',2.37000E-3,2.46000E-2,8.38300E-2,'                                        ',  750.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  5395,  3088,'2 ',2.37000E-3,2.46000E-2,8.38300E-2,'                                        ',  750.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3089,  5334,'1 ',9.40000E-3,5.51200E-2,2.75200E-2,'                                        ',  409.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3102,  3091,'1 ',4.02000E-3,2.41600E-2,3.28000E-3,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3102,  3091,'10',4.02000E-3,2.41600E-2,3.28000E-3,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3091,  3125,'1 ',1.16400E-2,2.79600E-2,3.79000E-3,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3091,  3125,'10',1.16400E-2,2.79600E-2,3.79000E-3,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3137,  3094,'1 ',1.80000E-2,4.39900E-2,5.76000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3133,  3096,'1 ',3.80000E-3,2.71800E-2,4.95500E-2,'                                        ',  443.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3133,  3096,'10',3.80000E-3,2.71800E-2,4.95500E-2,'                                        ',  443.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3109,  3097,'1 ',3.25000E-3,2.26300E-2,3.70000E-3,'                                        ',  340.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3109,  3097,'10',3.25000E-3,2.26300E-2,3.70000E-3,'                                        ',  340.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3109,  3097,'20',3.25000E-3,2.26300E-2,3.70000E-3,'                                        ',  340.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3099,  3100,'1 ',1.86900E-2,8.32900E-2,1.22100E-2,'                                        ',  250.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3099,  3100,'10',1.86900E-2,8.32900E-2,1.22100E-2,'                                        ',  250.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3100,  3102,'1 ',1.50000E-2,8.80000E-2,1.20000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3100,  3102,'10',1.50000E-2,8.80000E-2,1.20000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3100,  3102,'20',1.50000E-2,8.80000E-2,1.20000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3125,  3100,'1 ',1.62000E-2,7.08600E-2,1.07900E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3125,  3100,'10',1.62000E-2,7.08600E-2,1.07900E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'1 ',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'10',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'20',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'30',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'40',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'50',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'60',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'70',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3104,  3101,'80',1.39500E-2,7.96600E-2,1.19700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6360,  3101,'1 ',3.35300E-2,8.19500E-2,1.07300E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6360,  3101,'10',3.35300E-2,8.19500E-2,1.07300E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6360,  3101,'20',3.35300E-2,8.19500E-2,1.07300E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'1 ',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'10',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'20',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'30',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'40',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'50',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'60',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'70',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6156,  3104,'80',1.78500E-2,7.95300E-2,1.16600E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3108,  3147,'1 ',3.43200E-2,8.38900E-2,1.09800E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3108,  3147,'10',3.43200E-2,8.38900E-2,1.09800E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3108,  6065,'1 ',2.03400E-2,1.16190E-1,1.74600E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3116,  3115,'1 ',2.11500E-2,8.77300E-2,1.48900E-2,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3116,  3136,'1 ',1.16800E-2,7.01500E-2,9.52000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  4002,  3119,'1 ',2.21500E-2,1.33020E-1,1.80500E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  4188,  3119,'1 ',2.70000E-2,1.54200E-1,2.31700E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3121,  3129,'1 ',9.54000E-3,3.95600E-2,6.71000E-3,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3121,  3129,'10',9.54000E-3,3.95600E-2,6.71000E-3,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3121,  3145,'1 ',2.93600E-2,1.30850E-1,1.91900E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3121,  3145,'10',2.93600E-2,1.30850E-1,1.91900E-2,'                                        ',  149.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 0,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3126,  3123,'1 ',5.93600E-2,1.45110E-1,1.90000E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6286,  3124,'1 ',1.80000E-2,1.00000E-1,1.60000E-2,'                                        ',  100.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  6286,  3124,'10',1.80000E-2,1.00000E-1,1.60000E-2,'                                        ',  100.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3126,  6059,'1 ',4.24100E-2,1.01870E-1,1.38200E-2,'                                        ',   98.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3141,  3127,'1 ',5.95000E-3,2.65100E-2,3.89000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3141,  3127,'10',5.95000E-3,2.65100E-2,3.89000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3141,  3127,'20',5.95000E-3,2.65100E-2,3.89000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
  3141,  3127,'30',5.95000E-3,2.65100E-2,3.89000E-3,'                                        ',  221.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,  0.00000,  0.00000,  0.00000,  0.00000, 1,1,   0.00,   1,1.0000,   0,1.0000,   0,1.0000,   0,1.0000
