I,'ID',STAT,AREA,ZONE,      PL,        QL,        IP,        IQ,        YP,        YQ, OWNER,SCALE,INTRPT,  DGENP,     DGENQ, DGENM
 3114,'2 ',1,   3,  27,   128.091,    27.810,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3115,'1 ',1,   3,  27,     7.853,     1.705,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3115,'2 ',1,   3,  27,     4.643,     1.008,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3123,'1 ',1,   3,  28,    86.216,    18.719,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3124,'1 ',1,   3,  28,    84.223,    18.286,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3125,'1 ',1,   3,  27,   119.090,    25.856,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3126,'1 ',1,   3,  28,    12.994,     2.821,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3128,'1 ',1,   3,  27,     3.680,     0.799,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3130,'1 ',1,   3,  27,     4.475,     0.972,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3130,'2 ',1,   3,  27,     1.214,     0.264,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3130,'3 ',1,   3,  27,     5.074,     1.102,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3130,'4 ',1,   3,  27,   109.499,    23.774,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3132,'1 ',1,   3,  28,    12.481,     2.710,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3136,'1 ',1,   3,  27,    61.278,    13.304,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3138,'1 ',1,   3,  28,     7.998,     1.737,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3138,'2 ',1,   3,  28,     6.287,     1.365,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3139,'1 ',1,   3,  27,     0.626,     0.136,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3139,'2 ',1,   3,  27,     5.634,     1.223,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3139,'3 ',1,   3,  27,    13.205,     2.867,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3140,'1 ',1,   3,  27,     0.290,     0.063,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3142,'1 ',1,   3,  27,     1.355,     0.294,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3142,'2 ',1,   3,  27,     7.869,     1.709,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3143,'1 ',1,   3,  28,     7.509,     1.630,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3144,'1 ',1,   3,  28,     2.196,     0.477,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3144,'2 ',1,   3,  28,     2.439,     0.530,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3144,'3 ',1,   3,  28,     2.615,     0.568,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3145,'1 ',1,   3,  27,     1.245,     0.270,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3145,'2 ',1,   3,  27,     2.592,     0.563,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3146,'1 ',1,   3,  28,     0.266,     0.058,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3146,'2 ',1,   3,  28,    15.441,     3.352,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 3147,'1 ',1,   3,  28,    45.359,     9.848,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4002,'1 ',1,   4,  20,     1.315,     0.286,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4003,'1 ',1,   4,  19,   166.117,    36.066,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4005,'1 ',1,   4,  20,   214.201,    46.506,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4006,'1 ',1,   4,  20,     1.738,     0.377,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4006,'2 ',1,   4,  20,     1.856,     0.403,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4007,'1 ',1,   4,  19,   239.672,    52.036,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4008,'1 ',1,   4,  20,    42.403,     9.206,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4011,'1 ',1,   4,  19,    20.945,     4.547,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4012,'1 ',1,   4,  19,    17.931,     3.893,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4013,'1 ',1,   4,  19,   120.515,    26.166,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4015,'1 ',1,   4,  20,   208.548,    45.279,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4016,'1 ',1,   4,  20,     8.151,     1.770,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4017,'1 ',1,   4,  21,   116.878,    25.376,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4018,'1 ',1,   4,  21,     9.314,     2.022,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4019,'1 ',1,   4,  19,    49.920,    10.838,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4019,'2 ',1,   4,  19,   127.335,    27.646,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4020,'1 ',1,   4,  21,   153.746,    33.380,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4021,'1 ',1,   4,  19,    41.722,     9.058,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4022,'1 ',1,   4,  20,     7.262,     1.577,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4023,'1 ',1,   4,  20,     6.609,     1.435,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4027,'1 ',1,   4,  19,    84.979,    18.450,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4031,'1 ',1,   4,  20,     3.586,     0.779,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4032,'1 ',1,   4,  21,   119.263,    25.894,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4033,'1 ',1,   4,  20,   164.755,    35.771,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4034,'1 ',1,   4,  19,    49.122,    10.665,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4035,'1 ',1,   4,  21,   103.305,    22.429,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4036,'1 ',1,   4,  20,    12.183,     2.645,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4036,'2 ',1,   4,  20,    33.583,     7.291,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4037,'1 ',1,   4,  21,    37.482,     8.138,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4038,'1 ',1,   4,  21,   108.027,    23.454,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4038,'2 ',1,   4,  21,     0.685,     0.149,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4040,'1 ',1,   4,  19,   294.490,    63.938,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4042,'1 ',1,   4,  19,   132.022,    28.664,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4042,'2 ',1,   4,  19,   148.786,    32.303,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4043,'1 ',1,   4,  19,     3.230,     0.701,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4048,'1 ',1,   4,  19,    17.101,     3.713,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4051,'1 ',1,   4,  21,    20.147,     4.374,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4051,'2 ',1,   4,  21,    96.509,    20.953,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4053,'1 ',1,   4,  19,     0.145,     0.031,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4054,'1 ',1,   4,  21,     7.305,     1.586,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4055,'1 ',1,   4,  21,     2.098,     0.456,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4055,'2 ',1,   4,  21,    21.106,     4.582,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4064,'1 ',1,   4,  21,    11.506,     2.498,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4066,'1 ',1,   4,  19,   249.949,    54.267,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4067,'1 ',1,   4,  19,   208.090,    45.179,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4068,'1 ',1,   4,  19,     3.453,     0.750,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4068,'2 ',1,   4,  19,    33.070,     7.180,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4069,'1 ',1,   4,  21,     5.532,     1.201,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4071,'1 ',1,   4,  19,   367.297,    79.745,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4072,'1 ',1,   4,  21,    67.479,    14.651,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4078,'1 ',1,   4,  21,   109.714,    23.820,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4079,'1 ',1,   4,  19,   223.433,    48.510,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4086,'1 ',1,   4,  19,    25.929,     5.630,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4087,'1 ',1,   4,  21,     2.717,     0.590,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4088,'1 ',1,   4,  19,   277.339,    60.214,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4089,'1 ',1,   4,  19,    11.228,     2.438,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4099,'1 ',1,   4,  21,    19.794,     4.298,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4100,'1 ',1,   4,  21,    66.034,    14.337,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4101,'1 ',1,   4,  20,   167.221,    36.306,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4102,'1 ',1,   4,  19,    31.539,     6.848,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4103,'1 ',1,   4,  19,   247.792,    53.799,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4106,'1 ',1,   4,  19,    49.000,    10.639,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4107,'1 ',1,   4,  19,   154.462,    33.536,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4108,'1 ',1,   4,  21,    36.985,     8.030,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4109,'1 ',1,   4,  21,   144.671,    31.410,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4110,'1 ',1,   4,  19,    74.835,    16.248,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4111,'1 ',1,   4,  19,     2.275,     0.494,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4111,'2 ',1,   4,  19,   133.545,    28.994,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4112,'1 ',1,   4,  21,     7.290,     1.583,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4117,'1 ',1,   4,  20,    24.653,     5.352,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4118,'1 ',1,   4,  21,    18.115,     3.933,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4119,'1 ',1,   4,  19,     1.550,     0.337,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4119,'2 ',1,   4,  19,    70.971,    15.409,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4120,'1 ',1,   4,  21,    60.714,    13.182,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4121,'1 ',1,   4,  19,     5.360,     1.164,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4122,'1 ',1,   4,  19,   190.672,    41.398,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4123,'1 ',1,   4,  21,   118.096,    25.640,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4124,'1 ',1,   4,  19,     4.099,     0.890,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4124,'2 ',1,   4,  19,    27.722,     6.019,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4125,'1 ',1,   4,  21,     5.876,     1.276,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4126,'1 ',1,   4,  19,   166.231,    36.091,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4127,'1 ',1,   4,  21,   113.911,    24.732,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4128,'1 ',1,   4,  19,     2.803,     0.609,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4128,'2 ',1,   4,  19,   158.381,    34.387,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4129,'1 ',1,   4,  20,     6.890,     1.496,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4129,'2 ',1,   4,  20,     2.169,     0.471,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4129,'3 ',1,   4,  20,     1.977,     0.429,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4129,'4 ',1,   4,  20,    13.123,     2.849,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4130,'1 ',1,   4,  20,    12.375,     2.687,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4132,'1 ',1,   4,  20,    43.186,     9.376,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4139,'1 ',1,   4,  21,    13.855,     3.008,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4143,'1 ',1,   4,  20,    18.741,     4.069,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4144,'1 ',1,   4,  21,    21.345,     4.634,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4145,'1 ',1,   4,  21,    65.067,    14.127,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4147,'1 ',1,   4,  20,   252.705,    54.866,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4148,'1 ',1,   4,  20,     1.977,     0.429,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4148,'2 ',1,   4,  20,     0.493,     0.107,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4148,'3 ',1,   4,  20,    16.631,     3.611,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4149,'1 ',1,   4,  21,     1.484,     0.322,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4149,'2 ',1,   4,  21,    78.586,    17.062,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4150,'1 ',1,   4,  21,    16.349,     3.550,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4154,'1 ',1,   4,  19,    34.354,     7.459,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4155,'1 ',1,   4,  19,     1.574,     0.342,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4155,'2 ',1,   4,  19,    23.811,     5.170,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4156,'1 ',1,   4,  21,   140.952,    30.603,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4157,'1 ',1,   4,  19,   136.594,    29.656,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4159,'1 ',1,   4,  21,    47.219,    10.252,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4164,'1 ',1,   4,  19,     2.643,     0.574,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4167,'1 ',1,   4,  19,     3.050,     0.662,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4167,'2 ',1,   4,  19,     3.876,     0.841,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4168,'1 ',1,   4,  21,    11.569,     2.512,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4169,'1 ',1,   4,  21,    36.124,     7.843,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4170,'1 ',1,   4,  21,    46.796,    10.160,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4171,'1 ',1,   4,  19,   218.762,    47.496,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4172,'1 ',1,   4,  20,    55.209,    11.987,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4173,'1 ',1,   4,  21,     0.771,     0.167,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4173,'2 ',1,   4,  21,    14.959,     3.248,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4174,'1 ',1,   4,  20,    25.009,     5.430,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4175,'1 ',1,   4,  20,     2.537,     0.551,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4175,'2 ',1,   4,  20,     1.582,     0.343,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4178,'1 ',1,   4,  21,     1.409,     0.306,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4178,'2 ',1,   4,  21,    21.372,     4.640,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4179,'1 ',1,   4,  20,    25.996,     5.644,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4180,'1 ',1,   4,  21,    14.035,     3.047,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4182,'1 ',1,   4,  21,    29.597,     6.426,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4185,'1 ',1,   4,  19,    49.376,    10.720,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4186,'1 ',1,   4,  19,    23.604,     5.125,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4186,'2 ',1,   4,  19,    24.758,     5.375,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4187,'1 ',1,   4,  20,    19.653,     4.267,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4188,'1 ',1,   4,  20,     3.872,     0.841,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4189,'1 ',1,   4,  20,     3.077,     0.668,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4189,'2 ',1,   4,  20,     5.274,     1.145,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4189,'3 ',1,   4,  20,    30.651,     6.655,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4190,'1 ',1,   4,  20,   172.859,    37.530,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4191,'1 ',1,   4,  19,     2.016,     0.438,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4191,'2 ',1,   4,  19,    58.580,    12.719,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 4193,'1 ',1,   4,  19,   232.582,    50.497,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5003,'1 ',1,   5,  16,   148.304,    32.199,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5004,'1 ',1,   5,  14,     2.369,     0.514,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5004,'2 ',1,   5,  14,    12.884,     2.797,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5005,'1 ',1,   5,  18,    11.675,     2.535,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5006,'1 ',1,   5,  16,   130.741,    28.386,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5007,'1 ',1,   5,  17,    94.030,    20.415,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5008,'1 ',1,   5,  15,     9.913,     2.152,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5009,'1 ',1,   5,  16,    81.792,    17.758,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5010,'1 ',1,   5,  16,   174.695,    37.929,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5011,'1 ',1,   5,  13,     9.975,     2.166,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5012,'1 ',1,   5,  17,   106.124,    23.041,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5013,'1 ',1,   5,  15,    25.232,     5.478,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5014,'1 ',1,   5,  17,    61.023,    13.249,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5016,'1 ',1,   5,  17,   236.419,    51.330,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5017,'1 ',1,   5,  17,    18.079,     3.925,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5022,'1 ',1,   5,  17,   183.011,    39.734,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5024,'1 ',1,   5,  13,    66.453,    14.428,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5025,'1 ',1,   5,  18,    97.166,    21.096,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5026,'1 ',1,   5,  17,    92.801,    20.148,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5027,'1 ',1,   5,  17,    96.736,    21.003,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5028,'1 ',1,   5,  17,    12.195,     2.648,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5029,'1 ',1,   5,  13,    16.670,     3.619,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5030,'1 ',1,   5,  12,   103.885,    22.555,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5031,'1 ',1,   5,  16,    55.280,    12.002,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5032,'1 ',1,   5,  16,    61.548,    13.363,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5034,'1 ',1,   5,  16,    72.232,    15.683,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5043,'1 ',1,   5,  16,    88.870,    19.295,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5044,'1 ',1,   5,  17,    22.832,     4.957,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5046,'1 ',1,   5,  18,   100.623,    21.847,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5048,'1 ',1,   5,  17,     0.595,     0.129,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5048,'2 ',1,   5,  17,   240.228,    52.157,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5050,'1 ',1,   5,  16,    84.306,    18.304,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5053,'1 ',1,   5,  16,   199.375,    43.287,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5054,'1 ',1,   5,  14,    27.628,     5.998,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5056,'1 ',1,   5,  12,    52.719,    11.446,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5062,'1 ',1,   5,  14,    57.081,    12.393,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
