   I,'NAME        ', BASKV, IDE,AREA,ZONE,OWNER, VM,        VA,    NVHI,   NVLO,   EVHI,   EVLO
 4058,'GREGORY 2   ',  13.8000,2,   4,  21,   1,1.02999997,  -4.037572, 1.10000, 0.90000, 1.10000, 0.90000
 4059,'GREGORY 3   ',  13.8000,2,   4,  21,   1,1.02999997,  -4.754432, 1.10000, 0.90000, 1.10000, 0.90000
 4060,'GREGORY 4   ',  13.8000,2,   4,  21,   1,1.02999997,  -1.999648, 1.10000, 0.90000, 1.10000, 0.90000
 4061,'GREGORY 5   ',  13.8000,2,   4,  21,   1,1.02999997,  -3.218196, 1.10000, 0.90000, 1.10000, 0.90000
 4062,'GREGORY 6   ',  13.8000,2,   4,  21,   1,1.02999997,  -1.870103, 1.10000, 0.90000, 1.10000, 0.90000
 4063,'GREGORY 7   ',  13.8000,2,   4,  21,   1,1.02999997,  -3.117536, 1.10000, 0.90000, 1.10000, 0.90000
 4064,'CORPUS CH~16', 115.0000,1,   4,  21,   1,1.00100982, -13.039474, 1.10000, 0.90000, 1.10000, 0.90000
 4065,'CORPUS CH~17',  18.0000,2,   4,  21,   1,1.01999998,  -8.034063, 1.10000, 0.90000, 1.10000, 0.90000
 4066,'WESLACO 0   ', 115.0000,1,   4,  19,   1,0.98215258, -39.280695, 1.10000, 0.90000, 1.10000, 0.90000
 4067,'HARLINGEN ~1', 115.0000,1,   4,  19,   1,0.97231263, -24.003076, 1.10000, 0.90000, 1.10000, 0.90000
 4068,'ELSA 0      ', 115.0000,1,   4,  19,   1,0.98132479, -34.923276, 1.10000, 0.90000, 1.10000, 0.90000
 4069,'CORPUS CH~14', 115.0000,1,   4,  21,   1,0.99632388, -13.689529, 1.10000, 0.90000, 1.10000, 0.90000
 4070,'BROWNSVILL~3', 230.0000,1,   4,  19,   1,1.01113713, -11.329698, 1.10000, 0.90000, 1.10000, 0.90000
 4071,'BROWNSVILL~4', 115.0000,1,   4,  19,   1,0.99065679, -16.606195, 1.10000, 0.90000, 1.10000, 0.90000
 4072,'CORPUS CHR~7', 115.0000,1,   4,  21,   1,0.99403483, -14.638190, 1.10000, 0.90000, 1.10000, 0.90000
 4073,'MISSION 1 0 ', 230.0000,1,   4,  19,   1,0.99786699, -26.872630, 1.10000, 0.90000, 1.10000, 0.90000
 4074,'MISSION 1 1 ', 115.0000,1,   4,  19,   1,1.00457227, -29.033888, 1.10000, 0.90000, 1.10000, 0.90000
 4075,'MISSION 1 2 ',  24.0000,1,   4,  19,   1,0.99786699, -26.872630, 1.10000, 0.90000, 1.10000, 0.90000
 4076,'MISSION 1 3 ',  24.0000,2,   4,  19,   1,1.02999997, -25.149129, 1.10000, 0.90000, 1.10000, 0.90000
 4077,'MISSION 1 4 ',  24.0000,2,   4,  19,   1,1.02999997, -24.896823, 1.10000, 0.90000, 1.10000, 0.90000
 4078,'CORPUS CH~28', 115.0000,1,   4,  21,   1,0.98402774, -15.673083, 1.10000, 0.90000, 1.10000, 0.90000
 4079,'MISSION 3 0 ', 115.0000,1,   4,  19,   1,0.98875493, -33.010007, 1.10000, 0.90000, 1.10000, 0.90000
 4080,'CORPUS CH~18', 230.0000,1,   4,  21,   1,1.02709079,  -9.272579, 1.10000, 0.90000, 1.10000, 0.90000
 4081,'CORPUS CH~19', 115.0000,1,   4,  21,   1,1.01557279, -12.974380, 1.10000, 0.90000, 1.10000, 0.90000
 4082,'CORPUS CH~20',  13.8000,2,   4,  21,   1,1.03999996,  -2.683531, 1.10000, 0.90000, 1.10000, 0.90000
 4083,'CORPUS CH~21',  13.8000,2,   4,  21,   1,1.03999996,  -3.205175, 1.10000, 0.90000, 1.10000, 0.90000
 4084,'CORPUS CH~22',  13.8000,2,   4,  21,   1,1.03999996,  -5.968953, 1.10000, 0.90000, 1.10000, 0.90000
 4085,'CORPUS CH~23',  13.8000,2,   4,  21,   1,1.03999996,  -5.754503, 1.10000, 0.90000, 1.10000, 0.90000
 4086,'RIO HONDO 0 ', 115.0000,1,   4,  19,   1,1.01641023, -19.316904, 1.10000, 0.90000, 1.10000, 0.90000
 4087,'CORPUS CH~25', 115.0000,1,   4,  21,   1,1.01389956, -15.752713, 1.10000, 0.90000, 1.10000, 0.90000
 4088,'PHARR 0     ', 115.0000,1,   4,  19,   1,0.99266988, -39.089070, 1.10000, 0.90000, 1.10000, 0.90000
 4089,'SANTA ROSA~1', 115.0000,1,   4,  19,   1,0.97894055, -24.573264, 1.10000, 0.90000, 1.10000, 0.90000
 4090,'SANTA ROSA~2',  13.8000,1,   4,  19,   1,0.97894055, -24.573264, 1.10000, 0.90000, 1.10000, 0.90000
 4091,'SANTA ROSA~3',  13.8000,2,   4,  19,   1,1.00075710, -21.845880, 1.10000, 0.90000, 1.10000, 0.90000
 4092,'SANTA ROSA~4',  13.8000,1,   4,  19,   1,0.97894055, -24.573264, 1.10000, 0.90000, 1.10000, 0.90000
 4093,'SANTA ROSA~5',  13.8000,2,   4,  19,   1,1.00999999, -20.727587, 1.10000, 0.90000, 1.10000, 0.90000
 4094,'SANTA ROSA~6',  13.8000,2,   4,  19,   1,0.99140477, -23.068185, 1.10000, 0.90000, 1.10000, 0.90000
 4095,'SANTA ROSA~7',  13.8000,2,   4,  19,   1,1.00401616, -21.583912, 1.10000, 0.90000, 1.10000, 0.90000
 4096,'SANTA ROSA~8',  13.8000,1,   4,  19,   1,0.97894055, -24.573264, 1.10000, 0.90000, 1.10000, 0.90000
 4097,'SANTA ROSA~9',  13.8000,2,   4,  19,   1,1.00722015, -21.200094, 1.10000, 0.90000, 1.10000, 0.90000
 4098,'SANTA ROS~10',  13.8000,1,   4,  19,   1,0.97894055, -24.573264, 1.10000, 0.90000, 1.10000, 0.90000
 4099,'ODEM 0      ', 115.0000,2,   4,  21,   1,1.00000000, -12.524048, 1.10000, 0.90000, 1.10000, 0.90000
 4100,'CORPUS CH~10', 115.0000,1,   4,  21,   1,0.99189132, -14.664312, 1.10000, 0.90000, 1.10000, 0.90000
 4101,'LAREDO 3 0  ', 115.0000,2,   4,  20,   1,0.99026406, -29.050024, 1.10000, 0.90000, 1.10000, 0.90000
 4102,'OLMITO 0    ', 115.0000,2,   4,  19,   1,1.00000000, -14.848570, 1.10000, 0.90000, 1.10000, 0.90000
 4103,'EDINBURG 1 0', 115.0000,1,   4,  19,   1,0.99693036, -33.379483, 1.10000, 0.90000, 1.10000, 0.90000
 4104,'TAFT 2 0    ', 115.0000,1,   4,  21,   1,1.00145864, -12.882212, 1.10000, 0.90000, 1.10000, 0.90000
 4105,'TAFT 2 1    ',  18.0000,2,   4,  21,   1,1.00999999,  -9.507481, 1.10000, 0.90000, 1.10000, 0.90000
 4106,'PORT ISABE~1', 115.0000,1,   4,  19,   1,0.99206245, -18.184409, 1.10000, 0.90000, 1.10000, 0.90000
 4107,'DONNA 0     ', 115.0000,1,   4,  19,   1,0.97878921, -38.432587, 1.10000, 0.90000, 1.10000, 0.90000
 4108,'INGLESIDE 0 ', 115.0000,1,   4,  21,   1,0.99668431, -13.319195, 1.10000, 0.90000, 1.10000, 0.90000
 4109,'CORPUS CHR~8', 115.0000,1,   4,  21,   1,0.97894388, -17.457661, 1.10000, 0.90000, 1.10000, 0.90000
 4110,'LOS FRESNO~1', 115.0000,2,   4,  19,   1,1.00472450, -19.129596, 1.10000, 0.90000, 1.10000, 0.90000
 4111,'HARLINGEN ~2', 115.0000,1,   4,  19,   1,0.96893293, -25.941480, 1.10000, 0.90000, 1.10000, 0.90000
 4112,'RIVIERA 0   ', 115.0000,1,   4,  21,   1,1.02451885, -17.072693, 1.10000, 0.90000, 1.10000, 0.90000
 4113,'LAREDO 1 0  ', 230.0000,1,   4,  20,   1,1.01036108, -30.083992, 1.10000, 0.90000, 1.10000, 0.90000
 4114,'LAREDO 1 1  ', 115.0000,1,   4,  20,   1,0.99611562, -30.964359, 1.10000, 0.90000, 1.10000, 0.90000
 4115,'LAREDO 1 2  ',  13.8000,2,   4,  20,   1,1.03999996, -28.948917, 1.10000, 0.90000, 1.10000, 0.90000
 4116,'LAREDO 1 3  ',  13.8000,2,   4,  20,   1,1.03999996, -28.904305, 1.10000, 0.90000, 1.10000, 0.90000
 4117,'JOURDANTON 0', 115.0000,1,   4,  20,   1,1.00988805, -35.046005, 1.10000, 0.90000, 1.10000, 0.90000
 4118,'GEORGE WES~1', 115.0000,1,   4,  21,   1,0.98055160, -20.712443, 1.10000, 0.90000, 1.10000, 0.90000
 4119,'ROMA 0      ', 115.0000,1,   4,  19,   1,0.98816305, -12.083820, 1.10000, 0.90000, 1.10000, 0.90000
 4120,'CORPUS CHR~9', 115.0000,1,   4,  21,   1,0.98787332, -15.133187, 1.10000, 0.90000, 1.10000, 0.90000
 4121,'SANTA MARI~1', 115.0000,1,   4,  19,   1,0.99714392, -28.737095, 1.10000, 0.90000, 1.10000, 0.90000
 4122,'MCALLEN 1 0 ', 115.0000,1,   4,  19,   1,0.97834778, -36.168997, 1.10000, 0.90000, 1.10000, 0.90000
 4123,'CORPUS CH~27', 115.0000,1,   4,  21,   1,0.98819071, -16.785794, 1.10000, 0.90000, 1.10000, 0.90000
 4124,'FALFURRIAS 0', 115.0000,2,   4,  19,   1,1.00971782, -19.597042, 1.10000, 0.90000, 1.10000, 0.90000
 4125,'PETTUS 0    ', 115.0000,1,   4,  21,   1,0.99798787, -24.312777, 1.10000, 0.90000, 1.10000, 0.90000
 4126,'BROWNSVILL~5', 115.0000,1,   4,  19,   1,1.00192738, -13.832129, 1.10000, 0.90000, 1.10000, 0.90000
 4127,'ALICE 0     ', 115.0000,1,   4,  21,   1,0.99790192, -24.173566, 1.10000, 0.90000, 1.10000, 0.90000
 4128,'RIO GRANDE~1', 115.0000,2,   4,  19,   1,1.00000000, -21.168836, 1.10000, 0.90000, 1.10000, 0.90000
 4129,'PREMONT 0   ', 115.0000,1,   4,  20,   1,1.01956129, -24.567082, 1.10000, 0.90000, 1.10000, 0.90000
 4130,'FREER 0     ', 115.0000,1,   4,  20,   1,1.01797175, -25.772447, 1.10000, 0.90000, 1.10000, 0.90000
 4131,'PEARSALL 0  ', 230.0000,2,   4,  20,   1,1.02006733, -33.407388, 1.10000, 0.90000, 1.10000, 0.90000
 4132,'PEARSALL 1  ', 115.0000,2,   4,  20,   1,1.01780879, -33.909164, 1.10000, 0.90000, 1.10000, 0.90000
 4133,'PEARSALL 2  ',  20.0000,2,   4,  20,   1,1.02034974, -32.662709, 1.10000, 0.90000, 1.10000, 0.90000
 4134,'PEARSALL 3  ',  20.0000,2,   4,  20,   1,1.01433945, -31.036789, 1.10000, 0.90000, 1.10000, 0.90000
 4135,'PEARSALL 4  ',  20.0000,2,   4,  20,   1,1.01502442, -31.152687, 1.10000, 0.90000, 1.10000, 0.90000
 4136,'PEARSALL 5  ',  20.0000,2,   4,  20,   1,1.01282191, -30.440599, 1.10000, 0.90000, 1.10000, 0.90000
 4137,'PEARSALL 6  ',  20.0000,2,   4,  20,   1,1.02036226, -32.570655, 1.10000, 0.90000, 1.10000, 0.90000
 4138,'PEARSALL 7  ',  20.0000,2,   4,  20,   1,1.02015102, -33.015997, 1.10000, 0.90000, 1.10000, 0.90000
 4139,'SANDIA 0    ', 115.0000,1,   4,  21,   1,0.98482734, -17.923070, 1.10000, 0.90000, 1.10000, 0.90000
 4140,'SARITA 1 0  ', 230.0000,1,   4,  21,   1,1.02791154, -14.242531, 1.10000, 0.90000, 1.10000, 0.90000
 4141,'SARITA 1 1  ', 115.0000,1,   4,  21,   1,1.02999997, -16.116152, 1.10000, 0.90000, 1.10000, 0.90000
 4142,'SARITA 1 2  ',  13.8000,2,   4,  21,   1,1.03350830, -13.187851, 1.10000, 0.90000, 1.10000, 0.90000
 4143,'DILLEY 0    ', 115.0000,1,   4,  20,   1,1.00804234, -34.347252, 1.10000, 0.90000, 1.10000, 0.90000
 4144,'ORANGE GRO~1', 115.0000,1,   4,  21,   1,0.98453850, -20.165857, 1.10000, 0.90000, 1.10000, 0.90000
 4145,'PORTLAND 0  ', 115.0000,1,   4,  21,   1,0.99217385, -13.926923, 1.10000, 0.90000, 1.10000, 0.90000
 4146,'LAREDO 4 0  ', 230.0000,1,   4,  20,   1,1.01619160, -29.859326, 1.10000, 0.90000, 1.10000, 0.90000
 4147,'LAREDO 4 1  ', 115.0000,1,   4,  20,   1,1.00910521, -30.831860, 1.10000, 0.90000, 1.10000, 0.90000
 4148,'THREE RIVE~1', 115.0000,1,   4,  20,   1,0.98473507, -23.904754, 1.10000, 0.90000, 1.10000, 0.90000
 4149,'ROCKPORT 0  ', 115.0000,2,   4,  21,   1,0.99396241, -19.099758, 1.10000, 0.90000, 1.10000, 0.90000
 4150,'CORPUS CH~12', 115.0000,1,   4,  21,   1,0.98848128, -15.411408, 1.10000, 0.90000, 1.10000, 0.90000
 4151,'ARMSTRONG ~1', 230.0000,1,   4,  21,   1,1.01658726, -14.214348, 1.10000, 0.90000, 1.10000, 0.90000
 4152,'ARMSTRONG ~2', 115.0000,1,   4,  21,   1,1.01036406, -11.395814, 1.10000, 0.90000, 1.10000, 0.90000
 4153,'ARMSTRONG ~3',  18.0000,2,   4,  21,   1,1.02676308, -12.354452, 1.10000, 0.90000, 1.10000, 0.90000
 4154,'PENITAS 0   ', 115.0000,1,   4,  19,   1,0.96872324, -31.871995, 1.10000, 0.90000, 1.10000, 0.90000
 4155,'SULLIVAN C~1', 115.0000,1,   4,  19,   1,0.97587460, -29.175536, 1.10000, 0.90000, 1.10000, 0.90000
 4156,'CORPUS CH~26', 115.0000,1,   4,  21,   1,0.98904216, -16.690684, 1.10000, 0.90000, 1.10000, 0.90000
 4157,'MISSION 2 0 ', 115.0000,1,   4,  19,   1,0.98017359, -35.066673, 1.10000, 0.90000, 1.10000, 0.90000
 4158,'CORPUS CHR~1', 230.0000,1,   4,  21,   1,1.01378250,  -9.431671, 1.10000, 0.90000, 1.10000, 0.90000
 4159,'CORPUS CHR~2', 115.0000,1,   4,  21,   1,0.99837250, -13.492423, 1.10000, 0.90000, 1.10000, 0.90000
 4160,'CORPUS CHR~3',  13.8000,2,   4,  21,   1,1.02999997,  -6.823695, 1.10000, 0.90000, 1.10000, 0.90000
 4161,'CORPUS CHR~4',  13.8000,2,   4,  21,   1,1.02999997,  -3.001492, 1.10000, 0.90000, 1.10000, 0.90000
 4162,'CORPUS CHR~5',  13.8000,2,   4,  21,   1,1.02999997,  -3.087924, 1.10000, 0.90000, 1.10000, 0.90000
 4163,'CORPUS CHR~6',  13.8000,1,   4,  21,   1,1.01378250,  -9.431671, 1.10000, 0.90000, 1.10000, 0.90000
 4164,'GRULLA 0    ', 115.0000,1,   4,  19,   1,0.97281975, -26.865502, 1.10000, 0.90000, 1.10000, 0.90000
 4165,'SARITA 2 0  ', 115.0000,1,   4,  21,   1,1.01882017,  -9.706252, 1.10000, 0.90000, 1.10000, 0.90000
 4166,'SARITA 2 1  ',  13.8000,2,   4,  21,   1,1.00482643,  -5.802077, 1.10000, 0.90000, 1.10000, 0.90000
 4167,'HARGILL 0   ', 115.0000,1,   4,  19,   1,0.97204435, -28.050045, 1.10000, 0.90000, 1.10000, 0.90000
 4168,'CORPUS CH~11', 115.0000,1,   4,  21,   1,0.99686062, -13.784133, 1.10000, 0.90000, 1.10000, 0.90000
 4169,'MATHIS 0    ', 115.0000,1,   4,  21,   1,0.99054217, -15.783606, 1.10000, 0.90000, 1.10000, 0.90000
 4170,'ARANSAS PA~1', 115.0000,1,   4,  21,   1,0.98707932, -14.951820, 1.10000, 0.90000, 1.10000, 0.90000
 4171,'SAN BENITO 0', 115.0000,1,   4,  19,   1,1.00058317, -19.558481, 1.10000, 0.90000, 1.10000, 0.90000
 4172,'PLEASANTON 0', 115.0000,1,   4,  20,   1,1.00366020, -38.172763, 1.10000, 0.90000, 1.10000, 0.90000
 4173,'REFUGIO 0   ', 115.0000,1,   4,  21,   1,0.99541879, -22.844804, 1.10000, 0.90000, 1.10000, 0.90000
 4174,'LYTLE 0     ', 115.0000,1,   4,  20,   1,1.00399041, -49.873850, 1.10000, 0.90000, 1.10000, 0.90000
 4175,'LAREDO 2 0  ', 115.0000,2,   4,  20,   1,1.00000000, -24.336514, 1.10000, 0.90000, 1.10000, 0.90000
 4176,'BRUNI 1 0   ', 115.0000,1,   4,  20,   1,1.02759445, -20.993454, 1.10000, 0.90000, 1.10000, 0.90000
 4177,'BRUNI 1 1   ',  13.8000,2,   4,  20,   1,1.03999996, -17.621258, 1.10000, 0.90000, 1.10000, 0.90000
 4178,'GOLIAD 0    ', 115.0000,1,   4,  21,   1,1.00613666, -22.608430, 1.10000, 0.90000, 1.10000, 0.90000
 4179,'SAN DIEGO 0 ', 115.0000,1,   4,  20,   1,1.00342023, -26.031519, 1.10000, 0.90000, 1.10000, 0.90000
 4180,'PORT ARANS~1', 115.0000,1,   4,  21,   1,0.98533159, -15.659959, 1.10000, 0.90000, 1.10000, 0.90000
 4181,'TAFT 1 0    ', 230.0000,2,   4,  21,   1,1.01693308, -10.538891, 1.10000, 0.90000, 1.10000, 0.90000
 4182,'TAFT 1 1    ', 115.0000,1,   4,  21,   1,1.00047219, -16.526729, 1.10000, 0.90000, 1.10000, 0.90000
 4183,'SAN PERLIT~1', 230.0000,2,   4,  19,   1,1.01490760, -11.940431, 1.10000, 0.90000, 1.10000, 0.90000
 4184,'SAN PERLIT~2', 115.0000,1,   4,  19,   1,0.98873925, -14.973101, 1.10000, 0.90000, 1.10000, 0.90000
 4185,'ZAPATA 0    ', 115.0000,2,   4,  19,   1,1.00000000,  -8.150525, 1.10000, 0.90000, 1.10000, 0.90000
 4186,'SANTA ROS~11', 115.0000,1,   4,  19,   1,0.97663027, -29.238411, 1.10000, 0.90000, 1.10000, 0.90000
 4187,'COTULLA 0   ', 115.0000,1,   4,  20,   1,0.99213105, -35.512879, 1.10000, 0.90000, 1.10000, 0.90000
 4188,'QUEMADO 0   ', 115.0000,1,   4,  20,   1,0.98678684, -27.725445, 1.10000, 0.90000, 1.10000, 0.90000
 4189,'CARRIZO SP~1', 115.0000,2,   4,  20,   1,1.00251067, -33.779131, 1.10000, 0.90000, 1.10000, 0.90000
 4190,'LAREDO 5 0  ', 115.0000,1,   4,  20,   1,0.98955089, -30.984135, 1.10000, 0.90000, 1.10000, 0.90000
 4191,'RAYMONDVIL~1', 115.0000,2,   4,  19,   1,1.00000000,  -7.199882, 1.10000, 0.90000, 1.10000, 0.90000
 4192,'BROWNSVILL~1', 230.0000,2,   4,  19,   1,1.01999998,  -9.444310, 1.10000, 0.90000, 1.10000, 0.90000
 4193,'BROWNSVILL~2', 115.0000,1,   4,  19,   1,1.01136792, -11.806216, 1.10000, 0.90000, 1.10000, 0.90000
 4194,'SEBASTIAN ~1', 115.0000,2,   4,  19,   1,0.98498285, -19.773577, 1.10000, 0.90000, 1.10000, 0.90000
 4195,'OILTON 0    ', 500.0000,2,   4,  20,   1,1.03542364, -30.113754, 1.10000, 0.90000, 1.10000, 0.90000
 4196,'OILTON 1    ', 230.0000,1,   4,  20,   1,1.02999997, -29.398063, 1.10000, 0.90000, 1.10000, 0.90000
 4197,'OILTON 2    ', 115.0000,1,   4,  20,   1,1.02999997, -27.998129, 1.10000, 0.90000, 1.10000, 0.90000
 5003,'GARLAND 5 0 ', 161.0000,1,   5,  16,   1,1.00355136, -57.558189, 1.10000, 0.90000, 1.10000, 0.90000
 5004,'KERENS 0    ', 161.0000,1,   5,  14,   1,0.99027979, -51.845623, 1.10000, 0.90000, 1.10000, 0.90000
 5005,'LIPAN 0     ', 161.0000,1,   5,  18,   1,1.00917268, -34.432117, 1.10000, 0.90000, 1.10000, 0.90000
 5006,'DALLAS 24 0 ', 161.0000,1,   5,  16,   1,1.01704347, -57.321454, 1.10000, 0.90000, 1.10000, 0.90000
 5007,'DENTON 4 0  ', 161.0000,1,   5,  17,   1,0.99144518, -49.692071, 1.10000, 0.90000, 1.10000, 0.90000
 5008,'ALBANY 2 0  ', 161.0000,1,   5,  15,   1,0.97474527, -13.536324, 1.10000, 0.90000, 1.10000, 0.90000
 5009,'DALLAS 21 0 ', 161.0000,1,   5,  16,   1,1.01514399, -58.327391, 1.10000, 0.90000, 1.10000, 0.90000
 5010,'PLANO 2 0   ', 161.0000,1,   5,  16,   1,1.01941264, -56.642475, 1.10000, 0.90000, 1.10000, 0.90000
 5011,'THORNTON 0  ', 161.0000,1,   5,  13,   1,1.00696480, -45.127733, 1.10000, 0.90000, 1.10000, 0.90000
 5012,'DENTON 5 0  ', 161.0000,1,   5,  17,   1,0.98976547, -50.268283, 1.10000, 0.90000, 1.10000, 0.90000
 5013,'EARLY 0     ', 161.0000,1,   5,  15,   1,1.02999997, -22.273506, 1.10000, 0.90000, 1.10000, 0.90000
 5014,'DECATUR 0   ', 161.0000,1,   5,  17,   1,0.98109645, -40.612035, 1.10000, 0.90000, 1.10000, 0.90000
 5015,'KELLER 2 0  ', 500.0000,1,   5,  17,   1,0.99754381, -45.107157, 1.10000, 0.90000, 1.10000, 0.90000
 5016,'KELLER 2 1  ', 161.0000,1,   5,  17,   1,1.00582230, -50.592748, 1.10000, 0.90000, 1.10000, 0.90000
 5017,'PONDER 0    ', 161.0000,1,   5,  17,   1,0.99362200, -51.152622, 1.10000, 0.90000, 1.10000, 0.90000
 5018,'JACKSBORO ~1', 500.0000,1,   5,  12,   1,0.98448741, -30.344499, 1.10000, 0.90000, 1.10000, 0.90000
 5019,'JACKSBORO ~2', 161.0000,1,   5,  12,   1,0.98354656, -32.189059, 1.10000, 0.90000, 1.10000, 0.90000
 5020,'JACKSBORO ~3',  13.8000,2,   5,  12,   1,0.99288046, -28.594411, 1.10000, 0.90000, 1.10000, 0.90000
 5021,'ALEDO 1 0   ', 500.0000,1,   5,  17,   1,0.98515123, -40.166471, 1.10000, 0.90000, 1.10000, 0.90000
 5022,'ALEDO 1 1   ', 161.0000,1,   5,  17,   1,0.99570602, -45.844517, 1.10000, 0.90000, 1.10000, 0.90000
 5023,'ALEDO 1 2   ',  13.8000,1,   5,  17,   1,0.98515123, -40.166471, 1.10000, 0.90000, 1.10000, 0.90000
 5024,'GATESVILLE~4', 161.0000,1,   5,  13,   1,0.99643391, -41.805935, 1.10000, 0.90000, 1.10000, 0.90000
 5025,'CLEBURNE 2 0', 161.0000,1,   5,  18,   1,0.98690665, -44.769114, 1.10000, 0.90000, 1.10000, 0.90000
 5026,'FORT WORTH~6', 161.0000,1,   5,  17,   1,1.00247228, -51.823685, 1.10000, 0.90000, 1.10000, 0.90000
 5027,'FORT WORT~16', 161.0000,1,   5,  17,   1,1.00635123, -52.738213, 1.10000, 0.90000, 1.10000, 0.90000
 5028,'FORT WORTH~1', 161.0000,1,   5,  17,   1,1.00498855, -53.007172, 1.10000, 0.90000, 1.10000, 0.90000
 5029,'TROY 0      ', 161.0000,1,   5,  13,   1,1.00165772, -42.881311, 1.10000, 0.90000, 1.10000, 0.90000
 5030,'SPRINGTOWN 0', 161.0000,1,   5,  12,   1,0.99466670, -49.939874, 1.10000, 0.90000, 1.10000, 0.90000
 5031,'PRINCETON 0 ', 161.0000,1,   5,  16,   1,1.00387788, -53.420228, 1.10000, 0.90000, 1.10000, 0.90000
 5032,'DALLAS 27 0 ', 161.0000,1,   5,  16,   1,1.00892293, -56.098147, 1.10000, 0.90000, 1.10000, 0.90000
 5033,'DALLAS 1 0  ', 500.0000,1,   5,  16,   1,1.01212239, -48.407473, 1.10000, 0.90000, 1.10000, 0.90000
 5034,'DALLAS 1 1  ', 161.0000,1,   5,  16,   1,1.01120031, -51.324166, 1.10000, 0.90000, 1.10000, 0.90000
 5035,'DALLAS 1 2  ',  13.2000,1,   5,  16,   1,1.01212239, -48.407473, 1.10000, 0.90000, 1.10000, 0.90000
 5036,'DALLAS 1 3  ',  13.2000,1,   5,  16,   1,1.01212239, -48.407473, 1.10000, 0.90000, 1.10000, 0.90000
 5037,'DALLAS 1 4  ',  13.2000,2,   5,  16,   1,1.01999998, -46.330881, 1.10000, 0.90000, 1.10000, 0.90000
 5038,'DALLAS 1 5  ',  13.2000,2,   5,  16,   1,1.01999998, -46.263224, 1.10000, 0.90000, 1.10000, 0.90000
 5039,'DALLAS 1 6  ',  13.2000,2,   5,  16,   1,1.01999998, -47.468787, 1.10000, 0.90000, 1.10000, 0.90000
 5040,'DALLAS 1 7  ',  13.2000,2,   5,  16,   1,1.01999998, -45.602253, 1.10000, 0.90000, 1.10000, 0.90000
 5041,'DALLAS 1 8  ',  13.2000,2,   5,  16,   1,1.01999998, -46.460149, 1.10000, 0.90000, 1.10000, 0.90000
 5042,'DALLAS 1 9  ',  13.2000,2,   5,  16,   1,1.01999998, -46.108763, 1.10000, 0.90000, 1.10000, 0.90000
 5043,'ROYSE CITY 0', 161.0000,1,   5,  16,   1,0.99323690, -56.852060, 1.10000, 0.90000, 1.10000, 0.90000
 5044,'BOYD 0      ', 161.0000,1,   5,  17,   1,1.00262761, -46.311425, 1.10000, 0.90000, 1.10000, 0.90000
 5045,'STEPHENVIL~1', 500.0000,2,   5,  18,   1,0.97626513, -26.988292, 1.10000, 0.90000, 1.10000, 0.90000
 5046,'STEPHENVIL~2', 161.0000,2,   5,  18,   1,0.98525441, -29.076655, 1.10000, 0.90000, 1.10000, 0.90000
 5047,'MANSFIELD 0 ', 500.0000,1,   5,  17,   1,1.00185788, -42.593569, 1.10000, 0.90000, 1.10000, 0.90000
 5048,'MANSFIELD 1 ', 161.0000,1,   5,  17,   1,0.99558425, -47.853811, 1.10000, 0.90000, 1.10000, 0.90000
 5049,'GREENVILLE~1', 500.0000,1,   5,  16,   1,1.01057196, -46.182099, 1.10000, 0.90000, 1.10000, 0.90000
 5050,'GREENVILLE~2', 161.0000,1,   5,  16,   1,1.00709522, -51.213458, 1.10000, 0.90000, 1.10000, 0.90000
 5051,'GREENVILLE~3',  22.0000,2,   5,  16,   1,1.01759982, -45.417206, 1.10000, 0.90000, 1.10000, 0.90000
 5052,'GREENVILLE~4', 115.0000,1,   5,  16,   1,1.00862515, -47.120857, 1.10000, 0.90000, 1.10000, 0.90000
 5053,'PLANO 4 0   ', 161.0000,1,   5,  16,   1,1.00143468, -56.498112, 1.10000, 0.90000, 1.10000, 0.90000
 5054,'GROESBECK 0 ', 161.0000,2,   5,  14,   1,1.00000000, -44.556688, 1.10000, 0.90000, 1.10000, 0.90000
 5055,'GRAHAM 0    ', 500.0000,2,   5,  12,   1,0.99112642, -30.721815, 1.10000, 0.90000, 1.10000, 0.90000
 5056,'GRAHAM 1    ', 161.0000,2,   5,  12,   1,0.98119807, -28.426906, 1.10000, 0.90000, 1.10000, 0.90000
 5057,'GRAHAM 2    ',  13.8000,2,   5,  12,   1,0.99769294, -30.297469, 1.10000, 0.90000, 1.10000, 0.90000
 5058,'GRAHAM 3    ',  13.8000,2,   5,  12,   1,1.00000000, -26.564800, 1.10000, 0.90000, 1.10000, 0.90000
 5059,'MABANK 2 0  ', 161.0000,1,   5,  14,   1,0.99612892, -53.280475, 1.10000, 0.90000, 1.10000, 0.90000
 5060,'MABANK 2 1  ', 115.0000,1,   5,  14,   1,0.99630159, -56.378123, 1.10000, 0.90000, 1.10000, 0.90000
 5061,'MABANK 2 2  ', 115.0000,1,   5,  14,   1,1.02999997, -60.741118, 1.10000, 0.90000, 1.10000, 0.90000
 5062,'MABANK 2 3  ', 115.0000,1,   5,  14,   1,0.99895161, -66.365922, 1.10000, 0.90000, 1.10000, 0.90000
 5063,'ARLINGTON ~1', 500.0000,1,   5,  17,   1,1.00365400, -45.781706, 1.10000, 0.90000, 1.10000, 0.90000
 5064,'ARLINGTON ~2', 161.0000,1,   5,  17,   1,1.00411570, -50.066619, 1.10000, 0.90000, 1.10000, 0.90000
